library_name,folder_path,ref_type,ref_name,ref_id,href
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,CHECK_CLUSTER_ON_OR_OFF,{D779CA1B-17EF-4026-9D42-253D86DB36C5},TVSM_Library@adlx\CHECK_CLUSTER_ON_OR_OFF.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,CHECK_IGN_ON_OFF,{95C037F0-531E-454C-ADB7-867A58F72E9E},TVSM_Library@adlx\CHECK_IGN_ON_OFF.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_CRANK_ON,{1C896C3C-00A5-45D2-85D4-5EB3903CA551},TVSM_Library@adlx\SET_CHECK_CRANK_ON.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_CRANK_OFF(NA),{0D769EF3-AF23-4749-80D7-0DA5F2095E28},TVSM_Library@adlx\SET_CHECK_CRANK_OFF(NA).blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,CHECK_NO_DTC,{5DC5C6E3-21C2-4EBE-A8E7-404951AE91EA},TVSM_Library@adlx\CHECK_NO_DTC.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_DISPLAY_SETUP,{96CD3BE7-81DA-472B-A834-9DBEB55BCFEA},TVSM_Library@adlx\SET_CHECK_DISPLAY_SETUP.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_DISPLAY_SETUP_LIGHT(1)_DARK(2),{2366A3AB-BAAD-4ED6-99F0-FDD48F4BF971},TVSM_Library@adlx\SET_CHECK_DISPLAY_SETUP_LIGHT(1)_DARK(2).blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_RIDE_MODE_STREET(0)_RACE(1),{8FBABCD2-8F73-425F-873D-72F2A9913C09},TVSM_Library@adlx\SET_CHECK_RIDE_MODE_STREET(0)_RACE(1).blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_RIDE_MODE,{D495A81E-4574-4D6C-B60E-95066F47ECAB},TVSM_Library@adlx\SET_CHECK_RIDE_MODE.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_RIDE_MODE_URBAN,{D58A2349-0626-4B7A-877F-87583CABCD8C},TVSM_Library@adlx\SET_CHECK_RIDE_MODE_URBAN.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_RIDE_MODE_SPORT,{C44437A6-6263-4010-9B8F-C559C9BB7938},TVSM_Library@adlx\SET_CHECK_RIDE_MODE_SPORT.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,SET_CHECK_RIDE_MODE_RAIN,{C1C483FF-EFCD-4F24-8655-891519AD75A2},TVSM_Library@adlx\SET_CHECK_RIDE_MODE_RAIN.blkx
TVSM_Library,PRECONDITIONS,MainLibrary.Serial,CHECK_CLUSTER_THROUGH_CAMERA_PATTEREN,{6F2A99AC-31DE-46E8-BD6C-D9C349DD3425},TVSM_Library@adlx\CHECK_CLUSTER_THROUGH_CAMERA_PATTEREN.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_CAN,{28FD9E66-25E2-4597-8610-DAC1645C82F4},TVSM_Library@adlx\READ_CAN.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_VEHICLE_BATTERY_VOLTAGE,{CBB4F3ED-BA4B-41EA-88A7-5750ED30A0B4},TVSM_Library@adlx\READ_VEHICLE_BATTERY_VOLTAGE.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_FEATURE_EN_IMU,{F0AD8E65-51EA-465D-A132-D925E43D46A3},TVSM_Library@adlx\READ_FEATURE_EN_IMU.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ENGINE_RPM,{E45D7B25-9C2E-4609-82EB-495C62F741D0},TVSM_Library@adlx\READ_ENGINE_RPM.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_WHEEL_SPEED_FRONT[0X450],{A45FB1D4-3C63-4043-9D2B-88F9CC84B960},TVSM_Library@adlx\READ_WHEEL_SPEED_FRONT[0X450].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_WHEEL_SPEED_REAR[0X450],{81E6DC9C-7F50-4005-9866-C6340B806278},TVSM_Library@adlx\READ_WHEEL_SPEED_REAR[0X450].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_DISTANCE_REAR,{4071F6E5-80B7-4A1D-A9B6-595C8EDA486C},TVSM_Library@adlx\READ_DISTANCE_REAR.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_DISTANCE_FRONT,{54A079A8-C441-4E02-9776-B84E00EB0671},TVSM_Library@adlx\READ_DISTANCE_FRONT.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_DISPLAY_SPEED[0X120],{118465A6-E376-4E22-97C6-DA9A3C6EEF1A},TVSM_Library@adlx\READ_DISPLAY_SPEED[0X120].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_OVER_TEMPERATURE_INDICATION(0x350),{38D1845A-E103-4958-B9FC-6008552961C5},TVSM_Library@adlx\READ_OVER_TEMPERATURE_INDICATION(0x350).blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ENGINE_TEMPERATURE(0x350),{7497D639-2F0D-4DAC-9E00-03A70DD083BF},TVSM_Library@adlx\READ_ENGINE_TEMPERATURE(0x350).blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_SIDE_STAND_STATUS(0x350),{DE86214F-A26C-46FF-B7BA-F65DBD6D8E11},TVSM_Library@adlx\READ_SIDE_STAND_STATUS(0x350).blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_SPEED,{18458DD6-417B-4BE8-BD65-E9540DFA6543},TVSM_Library@adlx\READ_SPEED.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_EMS_MIL,{838EF1D0-DBA0-4495-A9B8-BA09F64C9F81},TVSM_Library@adlx\READ_EMS_MIL.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_GEAR,{0C08F03F-E3E2-494D-B752-58F25A500E2D},TVSM_Library@adlx\READ_GEAR.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ODO,{37568BB0-B2AF-478C-A691-2F2D271E3D9C},TVSM_Library@adlx\READ_ODO.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_HORN_ENABLE_IP(0X550),{A0F0C79E-8064-4D40-B989-7AC2981B223E},TVSM_Library@adlx\READ_HORN_ENABLE_IP(0X550).blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_HORN_ACTIVATION_ENABLE,{5A37E50B-2DD8-4A20-B963-D69E46E86AB3},TVSM_Library@adlx\READ_HORN_ACTIVATION_ENABLE.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_HORN_SWITCH_STATUS,{34C64D4A-8134-4FF1-962E-5D8BD7DBEE19},TVSM_Library@adlx\READ_HORN_SWITCH_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_FOB_COMMAND_BIKE_FINDER,{20BEAF1D-C089-4E06-B207-9B5CC4129FE9},TVSM_Library@adlx\READ_FOB_COMMAND_BIKE_FINDER.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ENGINE_STATUS,{CBFA0668-8BC1-486B-B3C6-6627E72D2BD8},TVSM_Library@adlx\READ_ENGINE_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_HANDLE_GRIP_OPEN_PERCENTAGE_1,{706D681F-76D1-4069-9316-D4A6336728C7},TVSM_Library@adlx\READ_HANDLE_GRIP_OPEN_PERCENTAGE_1.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_HANDLE_GRIP_OPEN_PERCENTAGE_2,{A6C6A90D-DD66-4554-8368-43FB0A52F3CA},TVSM_Library@adlx\READ_HANDLE_GRIP_OPEN_PERCENTAGE_2.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_RUNNING_IN_MODE_STATUS(0x350),{012FA588-DF56-48C2-A26F-B6760F1E37FB},TVSM_Library@adlx\READ_RUNNING_IN_MODE_STATUS(0x350).blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ENG_RIDING_MODE_SET,{1E57F5C8-8276-43CC-AAD5-1111CF869599},TVSM_Library@adlx\READ_ENG_RIDING_MODE_SET.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ABS_RIDING_MODE_SET,{310F129E-70B6-4645-9AF4-CB31DF7D963F},TVSM_Library@adlx\READ_ABS_RIDING_MODE_SET.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_RIDING_MODE_ENG_FEEDBACK,{4FB814C8-6812-4CFA-B2F5-8F6954A4AABD},TVSM_Library@adlx\READ_RIDING_MODE_ENG_FEEDBACK.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_RIDING_MODE_ABS_FEEDBACK,{11E73C73-38E3-40A7-828B-E31AF3C4653C},TVSM_Library@adlx\READ_RIDING_MODE_ABS_FEEDBACK.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_RIDE_MODE_ABS_CONDITION_STATUS,{DC944C85-52FE-40A5-88B6-A25294088437},TVSM_Library@adlx\READ_RIDE_MODE_ABS_CONDITION_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_RIDE_MODE_ENG_CONDITION_STATUS,{5F5C2BEC-60F6-4E6F-83E5-48CC03307C5E},TVSM_Library@adlx\READ_RIDE_MODE_ENG_CONDITION_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,WRITE_READ_RIDE_MODE_ABS_ERROR_STATUS,{D4A44211-0510-4B8F-AA4F-919358FD2C14},TVSM_Library@adlx\WRITE_READ_RIDE_MODE_ABS_ERROR_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,WRITE_READ_TC_FEATURE_AVAILABILITY_STATUS,{B27E919C-7583-481F-BCA0-FE6317D590D3},TVSM_Library@adlx\WRITE_READ_TC_FEATURE_AVAILABILITY_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_TC_ENABLE_STATUS_CLUSTER,{A6D62A13-A838-4B3A-A6A5-21001D629885},TVSM_Library@adlx\READ_TC_ENABLE_STATUS_CLUSTER.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,WRITE_READ_CC_FEATURE_AVAILABILITY_STATUS1,{CF74AB8A-5B44-4387-8C98-60B51AB26AD8},TVSM_Library@adlx\WRITE_READ_CC_FEATURE_AVAILABILITY_STATUS1.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_CRUISE_CONTROL_STATUS[0X160],{477ABD25-97BF-4E1A-A6A3-EFEB48E5E8A4},TVSM_Library@adlx\READ_CRUISE_CONTROL_STATUS[0X160].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_TRACTION_CONTROL_STATUS,{F6F1DF38-42F9-4C7A-83C9-FE3960EAF0A6},TVSM_Library@adlx\READ_TRACTION_CONTROL_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,SET_TIMEOUT_FAULT[ABS_DATA_3],{BD34A012-49BB-4E6A-A1E7-D5A7E8A039F0},TVSM_Library@adlx\SET_TIMEOUT_FAULT[ABS_DATA_3].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,RESET_TIMEOUT_FAULT[ABS_DATA_3],{7A0CDE4A-C97A-413D-97DA-6E52AA4538C5},TVSM_Library@adlx\RESET_TIMEOUT_FAULT[ABS_DATA_3].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,WRITE_INJECTED_FUEL,{A801F2C1-5D0F-4280-8E37-4E8B56760FB7},TVSM_Library@adlx\WRITE_INJECTED_FUEL.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_INJECTED_FUEL,{6BCDEA39-EC45-4350-95F5-ECFA2D4A278B},TVSM_Library@adlx\READ_INJECTED_FUEL.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ABS_OFF_FEATURE_AVAIL_STATUS[0X450],{0E48F688-6404-4B7D-A0BF-9182C6F0D930},TVSM_Library@adlx\READ_ABS_OFF_FEATURE_AVAIL_STATUS[0X450].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ABS_STATUS[0X451],{F2855597-E0C0-44A9-83EB-F0D1FDF13DFD},TVSM_Library@adlx\READ_ABS_STATUS[0X451].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_ABS_ACTUATION_STATUS[0X450],{05D9589D-D116-44AE-A293-D7446EB28856},TVSM_Library@adlx\READ_ABS_ACTUATION_STATUS[0X450].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_WHEELIE_ANGLE[0X165],{1761F117-A95E-4701-8EE9-DE85D18DB71E},TVSM_Library@adlx\READ_WHEELIE_ANGLE[0X165].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_LEAN_ANGLE[0X165],{B2EC9341-74E0-4D81-BFD9-4959DFDF8D34},TVSM_Library@adlx\READ_LEAN_ANGLE[0X165].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_VEHICLE_RIDING_MODE_SET[0X125],{4939D215-AB24-4262-A2B6-FC9788F3CF39},TVSM_Library@adlx\READ_VEHICLE_RIDING_MODE_SET[0X125].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_CORNERING_ABS_STATUS[0X4A0],{BF3602B9-97B5-4C19-B174-9DF7A5C75969},TVSM_Library@adlx\READ_CORNERING_ABS_STATUS[0X4A0].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_BRAKE_PAD_PRESSURE_FRONT[0X450],{3935E7A5-43FF-4C53-8C24-3A39EE16C87B},TVSM_Library@adlx\READ_BRAKE_PAD_PRESSURE_FRONT[0X450].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_FEATURE_EN_IMU[0X455],{31F73B92-5BA9-4D50-80F8-C8C0C4F29CE2},TVSM_Library@adlx\READ_FEATURE_EN_IMU[0X455].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_TC_FEATURE_AVAILABILITY_STATUS,{7FD16FF1-B217-4A07-8074-CB4E12DF2BBF},TVSM_Library@adlx\READ_TC_FEATURE_AVAILABILITY_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_FRONT_VEHICLE_BRAKE_SW_STATUS,{4FA3F3B1-EC2A-4480-8E58-093A04228BB8},TVSM_Library@adlx\READ_FRONT_VEHICLE_BRAKE_SW_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_REAR_BRAKE_SW_STATUS,{B21498B5-7F9F-46A5-A6D6-DEEC9B5D7DEA},TVSM_Library@adlx\READ_REAR_BRAKE_SW_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_FRONT_BRAKE_SW_STATUS,{CD08979A-1285-41C3-B449-040133D3A073},TVSM_Library@adlx\READ_FRONT_BRAKE_SW_STATUS.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_WHEEL_SPEED_REAR_STATUS[0X451],{7E821C9B-60BB-4F3D-8E65-279B39540BFA},TVSM_Library@adlx\READ_WHEEL_SPEED_REAR_STATUS[0X451].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_WHEEL_SPEED_FRONT_STATUS[0X451],{6F359207-EB9A-4848-901F-8C2B94258BCE},TVSM_Library@adlx\READ_WHEEL_SPEED_FRONT_STATUS[0X451].blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_EMERGENCY_STOP_SIGNAL,{E5273BA3-693A-4E86-BDA1-BBC978F4A7D7},TVSM_Library@adlx\READ_EMERGENCY_STOP_SIGNAL.blkx
TVSM_Library,READ_CAN,MainLibrary.Serial,READ_MDL_DECELERATION_SPEED1,{965AD870-1192-46BB-BEAB-8B8752F79EC2},TVSM_Library@adlx\READ_MDL_DECELERATION_SPEED1.blkx
TVSM_Library,EMS_MIL,MainLibrary.Serial,STEP_EMS_MIL_PRECONDITIONS,{ECDFA34C-435D-433B-BDBF-D7464CD7C826},TVSM_Library@adlx\STEP_EMS_MIL_PRECONDITIONS.blkx
TVSM_Library,EMS_MIL,MainLibrary.Serial,STEP_EMS_MIL_POSTCONDITIONS,{689D52ED-31D8-469B-B879-C3661C1BA1FE},TVSM_Library@adlx\STEP_EMS_MIL_POSTCONDITIONS.blkx
TVSM_Library,EMS_MIL,MainLibrary.Serial,CHECK_CLUSTER_THROUGH_CAMERA_EMS_MIL,{32198205-30C6-4F54-8319-C52F5B824CE8},TVSM_Library@adlx\CHECK_CLUSTER_THROUGH_CAMERA_EMS_MIL.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_GEAR,{3B2A1B30-3D6F-4264-A4BB-A53C65B12F9C},TVSM_Library@adlx\WRITE_READ_GEAR.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_,{65F83E57-4E6B-4A64-A72A-5F66A9495EC7},TVSM_Library@adlx\WRITE_READ_.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CLUTCH,{CB42B051-2DDB-4ADE-973E-8323EFE4D472},TVSM_Library@adlx\WRITE_READ_CLUTCH.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_HARD_BRAKING,{4CF8D4B7-CF1E-4D66-AC09-5263B3EDAE8B},TVSM_Library@adlx\WRITE_READ_HARD_BRAKING.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_ROAD_IP,{F08BB772-8582-466F-8D37-069B85C21944},TVSM_Library@adlx\WRITE_READ_CONS_ROAD_IP.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_OCCU_MASS,{E4E178D0-56F7-4F4A-BDB0-7CD2661D6D67},TVSM_Library@adlx\WRITE_READ_CONS_OCCU_MASS.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_MDL_DECELERATION_SPEED,{3D28E37B-6B21-4ABA-A5C7-498F25B84F37},TVSM_Library@adlx\WRITE_READ_MDL_DECELERATION_SPEED.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_WHEELIE_ANG_IP,{2B89DC7D-F7AB-464A-9E05-54A5D691A8EA},TVSM_Library@adlx\WRITE_READ_CONS_WHEELIE_ANG_IP.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_LEAN_ANG_IP,{2CEEF8B2-F6FC-4839-BE45-9259085D87A9},TVSM_Library@adlx\WRITE_READ_CONS_LEAN_ANG_IP.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_POS_GRAD,{B2DE6567-9DE0-4A0D-8613-092E3C1BDDB0},TVSM_Library@adlx\WRITE_READ_CONS_POS_GRAD.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_TYRE_WEAR,{73ED8C0C-86EE-46D3-AEF6-BEEC667102B5},TVSM_Library@adlx\WRITE_READ_CONS_TYRE_WEAR.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_IMU_ERROR,{8AAE563B-8327-4712-86BB-393E121C0AAC},TVSM_Library@adlx\WRITE_READ_CONS_IMU_ERROR.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_FRONT_HARD_BRAKING,{26FE8EC3-1DAA-42EF-91E3-2C2D720F2C4C},TVSM_Library@adlx\WRITE_READ_CONS_FRONT_HARD_BRAKING.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_REAR_HARD_BRAKING,{8B041EC2-87E9-4892-A362-94A228DBF2E0},TVSM_Library@adlx\WRITE_READ_CONS_REAR_HARD_BRAKING.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_FRONT_HARD_BRAKING_DEBOUNCE,{BDD7B7ED-753B-406C-B2FB-9BEFB599BF0B},TVSM_Library@adlx\WRITE_READ_CONS_FRONT_HARD_BRAKING_DEBOUNCE.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_CONS_REAR_HARD_BRAKING_DEBOUNCE,{A9F3E7CA-C712-424D-9BBF-1BF9C8BCCA8D},TVSM_Library@adlx\WRITE_READ_CONS_REAR_HARD_BRAKING_DEBOUNCE.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_APS,{9F7B3440-763A-4734-88E3-3117AF99EFFD},TVSM_Library@adlx\WRITE_READ_APS.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_ECT,{4D22B5CD-EEA1-4FC7-9D81-879332F70F15},TVSM_Library@adlx\WRITE_READ_ECT.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_ECT_VOLTAGE,{B2482CEC-39F3-40FC-8C93-770B9A39C620},TVSM_Library@adlx\WRITE_READ_ECT_VOLTAGE.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_IAT,{E51DACC4-F10F-425B-AB82-D1FEDBFED744},TVSM_Library@adlx\WRITE_READ_IAT.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_BATT_VALUE,{D3C37C73-4442-4455-9D61-BE885E07E368},TVSM_Library@adlx\WRITE_READ_BATT_VALUE.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,READ_MDL_DECELERATION_SPEED,{84DA3C30-C2A5-40B8-91CF-8619A3E8385A},TVSM_Library@adlx\READ_MDL_DECELERATION_SPEED.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,READ_DISP_MDL_STOPPING_DIST,{8FEAC612-F0B3-4E8D-881D-8E15BDAD276D},TVSM_Library@adlx\READ_DISP_MDL_STOPPING_DIST.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,READ_DISP_MDL_DECELERATION_SPEED,{EA75D63A-227A-4606-A61C-D59A2205557D},TVSM_Library@adlx\READ_DISP_MDL_DECELERATION_SPEED.blkx
TVSM_Library,READ_WRITE,MainLibrary.Serial,WRITE_READ_FUEL,{66608C47-92A1-42C5-A762-5F28B0987DB6},TVSM_Library@adlx\WRITE_READ_FUEL.blkx
TVSM_Library,FIU,MainLibrary.Serial,SET_FIU_SCG,{F1771877-D1B3-4441-A214-823CA76289F5},TVSM_Library@adlx\SET_FIU_SCG.blkx
TVSM_Library,FIU,MainLibrary.Serial,SET_FIU_OC,{DD984F9F-C6F9-484C-B81B-089070E2CA3A},TVSM_Library@adlx\SET_FIU_OC.blkx
