ID,Name,Test Case Description,Pre-Action,Test Steps.Action,Post-Action
11,VHIL_H100_VehFunc_BrakeLamp_OC_RearPressed_FrontPressed,Observe the behaviour when open circuit rear brake and front brake pressed state ,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
2.Perform open circuit [HIL_Mdl_Cons_Rear_Brake]
 2.1. Check if )BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1(Brake actuated)
 2.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.3. Cluster should display: Neutral gear and 0kmph
 2.4. Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
12,VHIL_H100_VehFunc_BrakeLamp_OC_RearPressed_FrontNotPressed_Driving,Observe the behaviour when open circuit rear brake and front brake not pressed state at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 3rd gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x7]
2.Simulate HIL_Mdl_Cons_APS= 20% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 40kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
4.Perform open circuit [HIL_Mdl_Cons_Rear_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2(Brake not actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display: 3rd gear and 40kmph
 4.4. Brake lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
13,VHIL_H100_VehFunc_BrakeLamp_SC_BAT_FrontRearPressed_Driving,Observe the behaviour when SCB front brake and rear brake is pressed state at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
4.Perform Short circuit to Battery [HIL_Mdl_Cons_Front_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x1(Brake actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display: 1st gear and 6 kmph
 4.4. Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
14,VHIL_H100_VehFunc_BrakeLamp_SC_BAT_FrontRearNotPressed_Driving,Observe the behaviour when SCB front brake and rear brake is not pressed state at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1stgear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
4.Perform Short circuit to GND [HIL_Mdl_Cons_Front_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x2(Brake not actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display: 1st gear and 6kmph
 4.4. Brake lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
15,VHIL_H100_VehFunc_BrakeLamp_SC_BAT_RearFrontPressed_Condition,Observe the behaviour when SCG front brake and rear brake is not pressed state at vehicle Driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st  [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
4.Perform Short circuit to GND [HIL_Mdl_Cons_Rear_Brake]
 4.1. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x1 (Brake actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display: neutral gear and 0kmph
 4.4. Brake lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
16,VHIL_H100_VehFunc_BrakeLamp_SC_BAT_FrontRearNotPressed_Condition,Observe the behaviour when SCB rear brake and front brake is pressed state at vehicle riding  condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1 [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 1;  Pressed
4.Perform Short circuit to Battery [HIL_Mdl_Cons_Rear_Brake]
 4.1. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x1(Brake actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display: 1st gear and 6 kmph
 4.4. Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
17,VHIL_H100_VehFunc_BrakeLamp_OC_FrontRearNotPressed_Driving,Observe the behaviour when OC fault is injected in Front Brake  and the Rear Brake  is not pressed at vehicle Stationary condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st  [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
4.Perform Open Circuit [HIL_Mdl_Cons_Front_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x2 (Brake not actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display: 1st gear and 6 kmph
 4.4. Brake lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
18,VHIL_H100_VehFunc_BrakeLamp_SC_GND_RearFrontNotPressed_Driving,Observe the behaviour when SCG rear brake and front brake is not pressed state at vehicle Riding condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
4.Perform Short circuit to GND [HIL_Mdl_Cons_Rear_Brake]
 4.1. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x2 (Brake not actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display:1st gear and 6 kmph
 4.4. Brake lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
19,VHIL_H100_VehFunc_BrakeLamp_OC_RearFrontPressed_Driving,Observe the behaviour when OC rear brake and front brake is pressed state at vehicle Riding condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6 kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 1;  Pressed
4.Perform Open Circuit Fault [HIL_Mdl_Cons_Rear_Brake]
 4.1. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x1 (Brake  actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 4.3. Cluster should display:1st gear and 6 kmph and speed will reduce in sometime
 4.4. Brake lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
20,VHIL_H100_VehFunc_BrakeLamp_SC_BAT_FrontRearPressed_Driving,Observe the behaviour when SCB front brake and rear brake is at pressed state at vehicle Riding condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS =1st [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6 kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
4.Perform Short circuit to Battery [HIL_Mdl_Cons_Front_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x1 (Brake actuated)
 4.2. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x3 (Signal invalid)
 4.3. Cluster should display:1stgear and 6 kmph and speed will reduce in sometime
 4.4. Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
21,VHIL_H100_VehFunc_BrakeLamp_FrontPressed_SC_GND_Driving,Observe the behaviour when front brake pressed state and short circuit to Ground front brake at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 2nd gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x4]
2.Simulate HIL_Mdl_Cons_APS= 20% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 30kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 3.2. Cluster should display: 2nd gear and 30kmph
 3.3. Brake lamp should ON
4.Perform short circuit to ground [HIL_Mdl_Cons_Front_Brake]
 4.1. .Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.2. Cluster should display: 2nd gear and 30kmph
 4.3. .Brake lamp should be ON
","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
22,VHIL_H100_VehFunc_BrakeLamp_RearPressed_SC_GND_Driving,Observe the behaviour when rear brake pressed state and short circuit to Ground rear brake at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 2nd gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x4]
2.Simulate HIL_Mdl_Cons_APS= 20% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 30kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 3.2. Cluster should display: 2nd gear and 30kmph
 3.3. Brake lamp should ON
4.Perform short circuit to ground [HIL_Mdl_Cons_Rear_Brake]
 4.1. .Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.2. Cluster should display: 2nd gear and 30kmph
 4.3. .Brake lamp should be ON
","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
23,VHIL_H100_VehFunc_BrakeLamp_FrontPressed_SC_BAT_Condition,Observe the behaviour when front brake pressed state and short circuit to Battery front brake at riding condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 3.2. Cluster should display: 1st and 6kmph
 3.3. Brake lamp should ON
4.Perform short circuit to battery[HIL_Mdl_Cons_Front_Brake]
 4.1. .Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x3 (Signal invalid)
 4.2. Cluster should display: neutral gear and 0kmph
 4.3. .Brake lamp should be ON
","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
24,VHIL_H100_VehFunc_BrakeLamp_RearPressed_SC_BAT_Condition,Observe the behaviour when rear brake pressed state and short circuit to Battery  rear brake at stationary condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS= 10% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6 kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x2(Brake not actuated)
 3.2. Cluster should display: neutral gear and 0kmph
 3.3. Brake lamp should ON
4.Perform short circuit to ground [HIL_Mdl_Cons_Rear_Brake]
 4.1. .Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 4.2. Cluster should display: neutal gear and 0kmph
 4.3. .Brake lamp should be ON
","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
25,VHIL_H100_VehFunc_BrakeLamp_FrontPressed_OC_Driving,Observe the behaviour when front brake pressed state and open circuit front brake at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
1.2. Cluster should display: 1st gear and 10kmph
1.3. Brake lamp should ON
2.Simulate HIL_Mdl_Cons_APS= 6% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 10kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
4.Perform open circuit [HIL_Mdl_Cons_Front_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.2. Check if 1st gear and 10kmph
 4.3. Check if Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
26,VHIL_H100_VehFunc_BrakeLamp_RearPressed_OC_Driving,Observe the behaviour when rear brake pressed state and open circuit rear brake at vehicle driving condition,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
1.2. Cluster should display: 1st gear and 10kmph
1.3. Brake lamp should ON
2.Simulate HIL_Mdl_Cons_APS= 6% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 10kmph
3.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
4.Perform open circuit [HIL_Mdl_Cons_Rear_Brake]
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_VEHICLE_BRAKE_STATUS = 0x3 (Signal invalid)
 4.2. Check if 1st gear and 10kmph
 4.3. Check if Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
27,VHIL_H100_VehFunc_BrakeLamp_RearPressed_SC_GND_Running,Observe the behaviour when rear brake pressed state and short circuit to ground rear brake vehicle running,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed, HIL_Mdl_GPS = 1 [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1] and HIL_Mdl_Cons_APS= 6% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 10kmph
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x1 (Brake actuated)
1.2. Cluster should display: check if 1st gear and 10kmph
1.3. Brake lamp should ON
2.Perform short circuit to Ground [HIL_Mdl_Cons_Rear_Brake]
 2.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.2. Cluster should display: 1st gear and 10kmph
 2.3. Brake lamp should be ON
","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
28,VHIL_H100_VehFunc_BrakeLamp_SC_GND_Rear_FrontTest,Observe the behaviour when Rear is short circuited to ground and rear brake is changed with faults,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Press Brake [HIL_Mdl_Cons_Rear_Brake]
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x1 (Brake actuated)
1.2. Cluster should display: check if 1st gear and 10kmph
1.3. Brake lamp should ON
2.simulate short circuit to Ground [HIL_Mdl_Cons_Rear_Brake]
 2.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.2. Cluster should display: 1st gear and 10kmph
 2.3. Hazard lamps should be ON with Hazard TellTale ON
3.Perform Open Circuit Fault [HIL_Mdl_Cons_Rear_Brake]
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 3.2. Cluster should display: 1st gear and 10kmph
 3.3. Hazard lamps should be ON with Hazard TellTale ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
